InvoiceNo,StockCode,Description,UnitPrice,Quantity,TotalSale,PriceTier,QuantityTier,SaleTier,TotalItemsPerOrder,CustomerID,Country,FullInvoiceDate,InvoiceDay,InvoiceMonth,InvoiceYear,Weekday,InvoiceHour,Season,HolidayFlag,RepeatCustomer
C559486,22423,REGENCY CAKESTAND 3 TIER,12.75,-1,-12.75,Medium,Low,Low,-14,13047,United Kingdom,7/8/2011,8,July,2011,Friday,13,Summer,FALSE,TRUE
C559486,23028,DRAWER KNOB CRACKLE GLAZE BLUE,1.65,-1,-1.65,Low,Low,Very Low,-14,13047,United Kingdom,7/8/2011,8,July,2011,Friday,13,Summer,FALSE,TRUE
C559486,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4.95,-1,-4.95,Low,Low,Very Low,-14,13047,United Kingdom,7/8/2011,8,July,2011,Friday,13,Summer,FALSE,TRUE
C559486,23029,DRAWER KNOB CRACKLE GLAZE GREEN,1.65,-1,-1.65,Low,Low,Very Low,-14,13047,United Kingdom,7/8/2011,8,July,2011,Friday,13,Summer,FALSE,TRUE
C559486,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.95,-1,-2.95,Low,Low,Very Low,-14,13047,United Kingdom,7/8/2011,8,July,2011,Friday,13,Summer,FALSE,TRUE
C559486,23111,PARISIENNE SEWING BOX,12.5,-1,-12.5,Medium,Low,Low,-14,13047,United Kingdom,7/8/2011,8,July,2011,Friday,13,Summer,FALSE,TRUE
C559486,23112,PARISIENNE CURIO CABINET,7.5,-2,-15,Medium,Low,Low,-14,13047,United Kingdom,7/8/2011,8,July,2011,Friday,13,Summer,FALSE,TRUE
C559495,23288,GREEN VINTAGE SPOT BEAKER,0.85,-1,-0.85,Very Low,Low,Very Low,-2,14267,United Kingdom,7/8/2011,8,July,2011,Friday,13,Summer,FALSE,TRUE
C559495,23245,SET OF 3 REGENCY CAKE TINS,4.95,-1,-4.95,Low,Low,Very Low,-2,14267,United Kingdom,7/8/2011,8,July,2011,Friday,13,Summer,FALSE,TRUE
C559498,21931,JUMBO STORAGE BAG SUKI,2.08,-2,-4.16,Low,Low,Very Low,-4,15078,United Kingdom,7/8/2011,8,July,2011,Friday,14,Summer,FALSE,TRUE
C559498,23245,SET OF 3 REGENCY CAKE TINS,4.95,-2,-9.9,Low,Low,Low,-4,15078,United Kingdom,7/8/2011,8,July,2011,Friday,14,Summer,FALSE,TRUE
C559500,21735,TWO DOOR CURIO CABINET,12.75,-1,-12.75,Medium,Low,Low,-1,14016,Ireland,7/8/2011,8,July,2011,Friday,14,Summer,FALSE,FALSE
C559502,22427,ENAMEL FLOWER JUG CREAM,5.95,-2,-11.9,Medium,Low,Low,-8,13338,United Kingdom,7/8/2011,8,July,2011,Friday,14,Summer,FALSE,TRUE
C559502,22423,REGENCY CAKESTAND 3 TIER,12.75,-1,-12.75,Medium,Low,Low,-8,13338,United Kingdom,7/8/2011,8,July,2011,Friday,14,Summer,FALSE,TRUE
C559502,21913,VINTAGE SEASIDE JIGSAW PUZZLES,3.75,-1,-3.75,Low,Low,Very Low,-8,13338,United Kingdom,7/8/2011,8,July,2011,Friday,14,Summer,FALSE,TRUE
C559502,22362,GLASS JAR PEACOCK BATH SALTS,2.95,-4,-11.8,Low,Low,Low,-8,13338,United Kingdom,7/8/2011,8,July,2011,Friday,14,Summer,FALSE,TRUE
C559530,22655,VINTAGE RED KITCHEN CABINET,125,-1,-125,Very High,Low,High,-1,14808,United Kingdom,7/10/2011,10,July,2011,Sunday,12,Summer,FALSE,TRUE
C559531,22846,BREAD BIN DINER STYLE RED ,16.95,-1,-16.95,Medium,Low,Low,-1,14808,United Kingdom,7/10/2011,10,July,2011,Sunday,12,Summer,FALSE,TRUE
C559533,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2.95,-1,-2.95,Low,Low,Very Low,-1,17126,United Kingdom,7/10/2011,10,July,2011,Sunday,12,Summer,FALSE,TRUE
C559534,47594B,SCOTTIES DESIGN WASHBAG,1.95,-2,-3.9,Low,Low,Very Low,-2,16283,United Kingdom,7/10/2011,10,July,2011,Sunday,12,Summer,FALSE,TRUE
C559540,21850,BLUE  DIAMANTE PEN IN GIFT BOX,4.25,-36,-153,Low,High,High,-36,18024,United Kingdom,7/10/2011,10,July,2011,Sunday,12,Summer,FALSE,FALSE
C559568,22423,REGENCY CAKESTAND 3 TIER,12.75,-1,-12.75,Medium,Low,Low,-1,13627,United Kingdom,7/11/2011,11,July,2011,Monday,11,Summer,FALSE,TRUE
C559608,22158,3 HEARTS HANGING DECORATION RUSTIC,2.95,-3,-8.85,Low,Low,Low,-7,14690,United Kingdom,7/11/2011,11,July,2011,Monday,11,Summer,FALSE,FALSE
C559608,84879,ASSORTED COLOUR BIRD ORNAMENT,1.69,-1,-1.69,Low,Low,Very Low,-7,14690,United Kingdom,7/11/2011,11,July,2011,Monday,11,Summer,FALSE,FALSE
C559608,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,0.85,-2,-1.7,Very Low,Low,Very Low,-7,14690,United Kingdom,7/11/2011,11,July,2011,Monday,11,Summer,FALSE,FALSE
C559608,22601,CHRISTMAS RETROSPOT ANGEL WOOD,0.85,-1,-0.85,Very Low,Low,Very Low,-7,14690,United Kingdom,7/11/2011,11,July,2011,Monday,11,Summer,FALSE,FALSE
C559651,22294,HEART FILIGREE DOVE  SMALL,1.25,-24,-30,Low,High,Medium,-24,13184,United Kingdom,7/11/2011,11,July,2011,Monday,12,Summer,FALSE,TRUE
C559659,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4.95,-1,-4.95,Low,Low,Very Low,-2,14796,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559659,21166,COOK WITH WINE METAL SIGN ,2.08,-1,-2.08,Low,Low,Very Low,-2,14796,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559663,22649,STRAWBERRY FAIRY CAKE TEAPOT,4.95,-1,-4.95,Low,Low,Very Low,-4,17706,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559663,22191,IVORY DINER WALL CLOCK,8.5,-1,-8.5,Medium,Low,Low,-4,17706,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559663,22072,RED RETROSPOT TEA CUP AND SAUCER ,3.75,-2,-7.5,Low,Low,Low,-4,17706,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559664,21703,BAG 125g SWIRLY MARBLES,0.42,-1,-0.42,Very Low,Low,Very Low,-2,18142,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559664,22149,FELTCRAFT 6 FLOWER FRIENDS,2.1,-1,-2.1,Low,Low,Very Low,-2,18142,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559666,23207,LUNCH BAG ALPHABET DESIGN,1.65,-1,-1.65,Low,Low,Very Low,-4,14389,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559666,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,0.85,-1,-0.85,Very Low,Low,Very Low,-4,14389,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559666,22383,LUNCH BAG SUKI DESIGN ,1.65,-2,-3.3,Low,Low,Very Low,-4,14389,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559667,23168,CLASSIC CAFE SUGAR DISPENSER,1.25,-2,-2.5,Low,Low,Very Low,-4,13267,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559667,22699,ROSES REGENCY TEACUP AND SAUCER ,2.95,-2,-5.9,Low,Low,Low,-4,13267,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559670,23031,DRAWER KNOB CRACKLE GLAZE PINK,1.65,-2,-3.3,Low,Low,Very Low,-4,16033,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559670,22670,FRENCH WC SIGN BLUE METAL,1.25,-1,-1.25,Low,Low,Very Low,-4,16033,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559670,22667,RECIPE BOX RETROSPOT ,2.95,-1,-2.95,Low,Low,Very Low,-4,16033,United Kingdom,7/11/2011,11,July,2011,Monday,13,Summer,FALSE,TRUE
C559675,46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,0.85,-10,-8.5,Very Low,Medium,Low,-10,13745,United Kingdom,7/11/2011,11,July,2011,Monday,14,Summer,FALSE,FALSE
C559681,POST,POSTAGE,50,-1,-50,High,Low,Medium,-1,12717,Greece,7/11/2011,11,July,2011,Monday,14,Summer,FALSE,FALSE
C559683,82486,WOOD S/3 CABINET ANT WHITE FINISH,8.95,-1,-8.95,Medium,Low,Low,-1,17337,United Kingdom,7/11/2011,11,July,2011,Monday,14,Summer,FALSE,TRUE
C559705,20725,LUNCH BAG RED RETROSPOT,1.65,-1,-1.65,Low,Low,Very Low,-1,15719,United Kingdom,7/12/2011,12,July,2011,Tuesday,9,Summer,FALSE,FALSE
C559738,22607,WOODEN ROUNDERS GARDEN SET ,9.95,-1,-9.95,Medium,Low,Low,-1,18193,United Kingdom,7/12/2011,12,July,2011,Tuesday,10,Summer,FALSE,TRUE
C559739,17003,BROCADE RING PURSE ,57.6,-1,-57.6,High,Low,Medium,-1,16422,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559740,20985,HEART CALCULATOR,1.06,-3,-3.18,Low,Low,Very Low,-3,17381,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,FALSE
C559741,72741,GRAND CHOCOLATECANDLE,1.45,-1,-1.45,Low,Low,Very Low,-2,13013,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559741,22978,PANTRY ROLLING PIN,3.75,-1,-3.75,Low,Low,Very Low,-2,13013,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559742,22989,SET 2 PANTRY DESIGN TEA TOWELS,3.25,-6,-19.5,Low,Medium,Low,-54,14267,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559742,22960,JAM MAKING SET WITH JARS,3.75,-12,-45,Low,Medium,Medium,-54,14267,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559742,22956,36 FOIL HEART CAKE CASES,2.1,-6,-12.6,Low,Medium,Low,-54,14267,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559742,22666,RECIPE BOX PANTRY YELLOW DESIGN,2.95,-6,-17.7,Low,Medium,Low,-54,14267,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559742,22423,REGENCY CAKESTAND 3 TIER,12.75,-6,-76.5,Medium,Medium,Medium,-54,14267,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559742,21877,HOME SWEET HOME MUG,1.25,-12,-15,Low,Medium,Low,-54,14267,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559742,21164,HOME SWEET HOME METAL SIGN ,2.95,-6,-17.7,Low,Medium,Low,-54,14267,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559743,22798,ANTIQUE GLASS DRESSING TABLE POT,2.95,-1,-2.95,Low,Low,Very Low,-13,13599,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559743,22098,BOUDOIR SQUARE TISSUE BOX,0.39,-12,-4.68,Very Low,Medium,Very Low,-13,13599,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559744,22768,FAMILY PHOTO FRAME CORNICE,9.95,-1,-9.95,Medium,Low,Low,-1,15416,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,FALSE
C559747,85159A,"BLACK TEA,COFFEE,SUGAR JARS",1.95,-5,-9.75,Low,Medium,Low,-6,17069,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559747,79030D,TUMBLER BAROQUE,0.39,-1,-0.39,Very Low,Low,Very Low,-6,17069,United Kingdom,7/12/2011,12,July,2011,Tuesday,11,Summer,FALSE,TRUE
C559803,15036,ASSORTED COLOURS SILK FAN,0.83,-72,-59.76,Very Low,Very High,Medium,-72,16701,United Kingdom,7/12/2011,12,July,2011,Tuesday,13,Summer,FALSE,TRUE
C559808,21891,TRADITIONAL WOODEN SKIPPING ROPE,1.45,-1,-1.45,Low,Low,Very Low,-1,13743,United Kingdom,7/12/2011,12,July,2011,Tuesday,14,Summer,FALSE,FALSE
C559829,22371,AIRLINE BAG VINTAGE TOKYO 78,3.95,-2,-7.9,Low,Low,Low,-2,14483,United Kingdom,7/13/2011,13,July,2011,Wednesday,9,Summer,FALSE,FALSE
C559830,M,Manual,0.48,-1,-0.48,Very Low,Low,Very Low,-1,16998,United Kingdom,7/13/2011,13,July,2011,Wednesday,9,Summer,FALSE,TRUE
C559880,71038,WHITE HANGING BEADS CANDLE HOLDER,5.45,-4,-21.8,Medium,Low,Medium,-4,15493,United Kingdom,7/13/2011,13,July,2011,Wednesday,11,Summer,FALSE,TRUE
C559882,23106,ZINC HEARTS PLANT POT HOLDER,2.89,-12,-34.68,Low,Medium,Medium,-13,16156,United Kingdom,7/13/2011,13,July,2011,Wednesday,11,Summer,FALSE,TRUE
C559882,POST,POSTAGE,7.62,-1,-7.62,Medium,Low,Low,-13,16156,United Kingdom,7/13/2011,13,July,2011,Wednesday,11,Summer,FALSE,TRUE
C559908,21871,SAVE THE PLANET MUG,1.06,-72,-76.32,Low,Very High,Medium,-72,14088,United Kingdom,7/13/2011,13,July,2011,Wednesday,13,Summer,FALSE,FALSE
C559939,84688,BEACH HUT DESIGN BLACKBOARD,4.25,-12,-51,Low,Medium,Medium,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,82484,WOOD BLACK BOARD ANT WHITE FINISH,6.75,-12,-81,Medium,Medium,Medium,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22937,BAKING MOULD CHOCOLATE CUPCAKES,2.55,-6,-15.3,Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22847,BREAD BIN DINER STYLE IVORY,16.95,-1,-16.95,Medium,Low,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22750,FELTCRAFT PRINCESS LOLA DOLL,3.75,-4,-15,Low,Low,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22718,CARD CAT AND TREE ,0.42,-12,-5.04,Very Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22714,CARD BIRTHDAY COWBOY,0.42,-12,-5.04,Very Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22647,CERAMIC LOVE HEART MONEY BANK,1.45,-12,-17.4,Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22570,FELTCRAFT CUSHION RABBIT,3.75,-4,-15,Low,Low,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22568,FELTCRAFT CUSHION OWL,3.75,-4,-15,Low,Low,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22464,HANGING METAL HEART LANTERN,1.65,-12,-19.8,Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22456,NATURAL SLATE CHALKBOARD LARGE ,4.95,-3,-14.85,Low,Low,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22435,SET OF 9 HEART SHAPED BALLOONS,1.25,-12,-15,Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22318,FIVE HEART HANGING DECORATION,2.95,-6,-17.7,Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22151,PLACE SETTING WHITE HEART,0.42,-24,-10.08,Very Low,High,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22150,3 STRIPEY MICE FELTCRAFT,1.95,-6,-11.7,Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22147,FELTCRAFT BUTTERFLY HEARTS,1.45,-14,-20.3,Low,Medium,Medium,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22132,RED LOVE HEART SHAPE CUP,0.85,-12,-10.2,Very Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22082,RIBBON REEL STRIPES DESIGN ,1.65,-10,-16.5,Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22079,RIBBON REEL HEARTS DESIGN ,1.65,-10,-16.5,Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22031,BOTANICAL LAVENDER BIRTHDAY CARD,0.42,-12,-5.04,Very Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22026,BANQUET BIRTHDAY  CARD  ,0.42,-12,-5.04,Very Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22025,RING OF ROSES BIRTHDAY CARD,0.42,-12,-5.04,Very Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22024,RAINY LADIES BIRTHDAY CARD,0.42,-12,-5.04,Very Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,22023,EMPIRE BIRTHDAY CARD,0.42,-12,-5.04,Very Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.55,-24,-13.2,Very Low,High,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,21733,RED HANGING HEART T-LIGHT HOLDER,2.95,-6,-17.7,Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,21507,"ELEPHANT, BIRTHDAY CARD, ",0.42,-12,-5.04,Very Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,21506,"FANCY FONT BIRTHDAY CARD, ",0.42,-12,-5.04,Very Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4.25,-4,-17,Low,Low,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,21232,STRAWBERRY CERAMIC TRINKET BOX,1.25,-12,-15,Low,Medium,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559939,21212,PACK OF 72 RETROSPOT CAKE CASES,0.55,-24,-13.2,Very Low,High,Low,-342,14426,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559947,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2.55,-32,-81.6,Low,High,Medium,-68,16701,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559947,21868,POTTING SHED TEA MUG,1.06,-36,-38.16,Low,High,Medium,-68,16701,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559950,M,Manual,2.1,-3,-6.3,Low,Low,Low,-6,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559950,84952B,BLACK LOVE BIRD T-LIGHT HOLDER,3.75,-3,-11.25,Low,Low,Low,-6,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559952,23147,SINGLE ANTIQUE ROSE HOOK IVORY,1.45,-7,-10.15,Low,Medium,Low,-15,17696,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559952,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,3.29,-3,-9.87,Low,Low,Low,-15,17696,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559952,21534,DAIRY MAID LARGE MILK JUG,4.95,-2,-9.9,Low,Low,Low,-15,17696,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559952,21258,VICTORIAN SEWING BOX LARGE,6.95,-2,-13.9,Medium,Low,Low,-15,17696,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559952,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1.49,-1,-1.49,Low,Low,Very Low,-15,17696,United Kingdom,7/14/2011,14,July,2011,Thursday,10,Summer,FALSE,TRUE
C559953,23169,CLASSIC GLASS COOKIE JAR,4.15,-3,-12.45,Low,Low,Low,-3,13815,Germany,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,FALSE
C559983,23301,GARDENERS KNEELING PAD KEEP CALM ,1.65,-6,-9.9,Low,Medium,Low,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,23300,GARDENERS KNEELING PAD CUP OF TEA ,1.65,-6,-9.9,Low,Medium,Low,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,22918,HERB MARKER PARSLEY,0.65,-12,-7.8,Very Low,Medium,Low,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,22920,HERB MARKER BASIL,0.65,-12,-7.8,Very Low,Medium,Low,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,22916,HERB MARKER THYME,0.65,-12,-7.8,Very Low,Medium,Low,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,22919,HERB MARKER MINT,0.65,-12,-7.8,Very Low,Medium,Low,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,22917,HERB MARKER ROSEMARY,0.65,-12,-7.8,Very Low,Medium,Low,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2.95,-5,-14.75,Low,Medium,Low,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2.95,-6,-17.7,Low,Medium,Low,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,23313,VINTAGE CHRISTMAS BUNTING,4.95,-8,-39.6,Low,Medium,Medium,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,22921,HERB MARKER CHIVES ,0.65,-12,-7.8,Very Low,Medium,Low,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,85066,CREAM SWEETHEART MINI CHEST,12.75,-1,-12.75,Medium,Low,Low,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,23082,SET 6 PAPER TABLE LANTERN HEARTS ,3.75,-12,-45,Low,Medium,Medium,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,23083,SET 6 PAPER TABLE LANTERN STARS ,3.75,-12,-45,Low,Medium,Medium,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559983,22487,WHITE WOOD GARDEN PLANT LADDER,9.95,-2,-19.9,Medium,Low,Low,-130,14562,United Kingdom,7/14/2011,14,July,2011,Thursday,11,Summer,FALSE,TRUE
C559992,D,Discount,13.99,-1,-13.99,Medium,Low,Low,-1,14527,United Kingdom,7/14/2011,14,July,2011,Thursday,12,Summer,FALSE,TRUE
C560043,21704,BAG 250g SWIRLY MARBLES,0.72,-2,-1.44,Very Low,Low,Very Low,-2,16656,United Kingdom,7/14/2011,14,July,2011,Thursday,14,Summer,FALSE,TRUE
C560044,22776,SWEETHEART CAKESTAND 3 TIER,9.95,-2,-19.9,Medium,Low,Low,-2,14258,United Kingdom,7/14/2011,14,July,2011,Thursday,14,Summer,FALSE,FALSE
C560045,84692,BOX OF 24 COCKTAIL PARASOLS,0.42,-1,-0.42,Very Low,Low,Very Low,-4,16779,United Kingdom,7/14/2011,14,July,2011,Thursday,14,Summer,FALSE,TRUE
C560045,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,2.75,-1,-2.75,Low,Low,Very Low,-4,16779,United Kingdom,7/14/2011,14,July,2011,Thursday,14,Summer,FALSE,TRUE
C560045,71053,WHITE METAL LANTERN,3.39,-2,-6.78,Low,Low,Low,-4,16779,United Kingdom,7/14/2011,14,July,2011,Thursday,14,Summer,FALSE,TRUE
C560046,23092,LARGE ANTIQUE WHITE PHOTO FRAME,7.9,-1,-7.9,Medium,Low,Low,-1,17049,United Kingdom,7/14/2011,14,July,2011,Thursday,14,Summer,FALSE,TRUE
C560099,84692,BOX OF 24 COCKTAIL PARASOLS,0.42,-5,-2.1,Very Low,Medium,Very Low,-5,16779,United Kingdom,7/14/2011,14,July,2011,Thursday,17,Summer,FALSE,TRUE
C560100,M,Manual,7.88,-1,-7.88,Medium,Low,Low,-1,16422,United Kingdom,7/14/2011,14,July,2011,Thursday,17,Summer,FALSE,TRUE
C560123,21936,RED RETROSPOT PICNIC BAG,2.95,-2,-5.9,Low,Low,Low,-2,16782,United Kingdom,7/15/2011,15,July,2011,Friday,10,Summer,FALSE,TRUE
C560124,21326,AGED GLASS SILVER T-LIGHT HOLDER,0.65,-6,-3.9,Very Low,Medium,Very Low,-11,17440,United Kingdom,7/15/2011,15,July,2011,Friday,10,Summer,FALSE,TRUE
C560124,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,0.85,-5,-4.25,Very Low,Medium,Very Low,-11,17440,United Kingdom,7/15/2011,15,July,2011,Friday,10,Summer,FALSE,TRUE
C560148,20713,JUMBO BAG OWLS,1.79,-100,-179,Low,Very High,High,-100,15769,United Kingdom,7/15/2011,15,July,2011,Friday,11,Summer,FALSE,TRUE
C560189,23209,LUNCH BAG DOILEY PATTERN ,1.65,-1,-1.65,Low,Low,Very Low,-1,17652,United Kingdom,7/15/2011,15,July,2011,Friday,12,Summer,FALSE,TRUE
